Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11.0,Brooklyn Nets,82,242.4,36.3,79.4,0.45799999999999996,8.1,22.0,0.36700000000000005,28.3,57.4,0.49200000000000005,18.8,24.7,0.76,11.2,31.6,42.9,21.0,7.4,4.1,15.8,20.8,99.5
12.0,Oklahoma City Thunder,82,241.5,36.4,83.4,0.436,8.6,24.0,0.358,27.8,59.4,0.46799999999999997,18.4,25.4,0.727,11.0,30.0,40.9,21.8,8.2,3.6,15.2,20.4,99.8
13.0,Boston Celtics,82,240.6,37.8,81.4,0.465,6.6,18.9,0.34700000000000003,31.2,62.5,0.5,18.5,24.3,0.7609999999999999,10.6,31.7,42.3,22.1,7.4,4.5,14.2,19.1,100.7
14.0,Los Angeles Clippers,82,240.9,37.4,84.9,0.441,7.3,21.8,0.332,30.2,63.0,0.479,18.9,25.0,0.755,12.3,31.4,43.7,23.3,7.0,3.5,15.4,23.4,101.0
15.0,Atlanta Hawks,82,241.8,38.6,83.5,0.462,8.0,21.9,0.365,30.6,61.6,0.49700000000000005,16.4,21.9,0.748,10.8,32.8,43.5,23.2,8.2,4.3,15.2,20.0,101.5
16.0,Cleveland Cavaliers,82,243.0,37.8,83.5,0.452,9.3,25.4,0.36700000000000005,28.4,58.1,0.49,16.6,22.0,0.757,10.3,32.3,42.5,24.8,7.2,5.6,14.0,19.5,101.5
17.0,Orlando Magic,82,243.4,38.1,83.7,0.456,8.0,21.7,0.371,30.1,62.0,0.485,17.7,22.9,0.77,10.5,33.5,44.0,22.5,7.1,5.4,14.0,18.3,102.0
18.0,Utah Jazz,82,241.2,38.3,81.0,0.473,7.3,19.4,0.376,31.0,61.6,0.503,18.3,23.7,0.773,10.3,32.2,42.5,21.8,7.5,4.9,12.6,20.4,102.2
19.0,New Orleans Pelicans,82,242.1,37.3,80.1,0.465,8.0,22.3,0.35700000000000004,29.3,57.8,0.507,20.0,26.5,0.752,10.7,31.0,41.7,22.5,7.0,6.1,14.5,20.3,102.4
20.0,Dallas Mavericks,82,241.8,37.8,81.4,0.46399999999999997,8.3,23.0,0.359,29.5,58.4,0.505,18.7,24.6,0.758,11.5,31.3,42.8,22.0,7.7,3.5,16.0,19.9,102.4
21.0,Phoenix Suns,82,240.9,38.0,83.4,0.456,6.8,19.9,0.341,31.2,63.5,0.49200000000000005,19.8,25.8,0.7659999999999999,11.3,31.5,42.8,20.3,7.5,4.0,15.3,21.3,102.6
22.0,Portland Trail Blazers,82,242.1,39.6,87.8,0.451,6.5,18.3,0.355,33.1,69.5,0.47600000000000003,17.0,22.2,0.7659999999999999,11.5,32.0,43.5,20.4,7.8,3.7,12.0,20.7,102.8
23.0,Houston Rockets,82,241.8,39.0,88.0,0.44299999999999995,8.1,23.0,0.353,30.9,65.0,0.475,17.0,22.5,0.757,11.9,29.7,41.7,22.2,8.6,5.6,14.0,24.3,103.1
24.0,Sacramento Kings,82,241.8,37.8,82.1,0.461,8.5,22.4,0.38,29.4,59.8,0.491,19.2,26.1,0.737,9.9,31.3,41.2,23.5,7.8,5.6,13.6,23.1,103.4
25.0,Milwaukee Bucks,82,242.4,38.4,82.0,0.46799999999999997,8.5,22.3,0.382,29.9,59.7,0.5,18.4,24.5,0.7509999999999999,11.7,31.8,43.5,22.8,7.8,5.0,14.1,20.6,103.7
26.0,Minnesota Timberwolves,82,242.1,40.5,86.0,0.47100000000000003,8.1,22.2,0.364,32.4,63.8,0.508,15.2,20.1,0.7559999999999999,11.1,33.1,44.2,22.9,7.9,5.6,16.4,23.6,104.3
27.0,Detroit Pistons,82,241.2,39.1,83.2,0.47,8.3,22.8,0.365,30.8,60.3,0.51,18.1,24.0,0.7559999999999999,11.1,31.9,43.0,24.4,8.2,4.9,15.0,20.7,104.7
28.0,Denver Nuggets,82,240.9,39.5,86.4,0.457,7.4,21.0,0.35100000000000003,32.1,65.4,0.491,20.2,26.4,0.763,11.3,32.5,43.8,22.5,8.5,5.6,14.4,21.7,106.5
29.0,Los Angeles Lakers,82,240.3,42.0,89.6,0.46799999999999997,8.1,22.5,0.361,33.8,67.2,0.504,17.2,23.7,0.727,13.0,36.0,49.0,25.8,9.6,4.7,14.2,19.3,109.2
30.0,Philadelphia 76ers,82,242.1,40.0,85.1,0.47100000000000003,9.0,24.4,0.37,31.0,60.7,0.511,20.8,27.6,0.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9
